P10724	0
Q8NHX9	1
Q2TU84	2
P24394	3
O15393	4
P02656	5
Q9Z4P0	6
P01861	7
O15403	8
P21980	9
P9WPF1	10
P0AD63	11
Q8EBR3	12
Q13164	13
P15428	14
P02943	15
Q8WU08	16
Q56694	17
P11166	18
Q8TET4	19
A0A023W3H0	20
Q9UBV8	21
P42681	22
O96028	23
A0A0E1R3H3	24
Q8MU52	25
Q96PR1	26
Q9NYL2	27
Q96GD3	28
Q13639	29
P11717	30
O60674	31
Q07343	32
P0A6D3	33
P21549	34
P00914	35
Q5L1E2	36
P61604	37
P01768	38
P00533	39
Q9NYY3	40
P43912	41
O60939	42
P48067	43
P27696	44
A0A0H2UXE9	45
P0AG82	46
Q16769	47
P01583	48
Q13555	49
Q14624	50
P98164	51
P05893	52
P31013	53
P31943	54
Q3MS49	55
P00736	56
Q16790	57
Q9Y5R2	58
Q8WUI4	59
Q16445	60
Q9Y5Y9	61
P31101	62
P9WMC1	63
P77967	64
Q5T601	65
P80748	66
P28838	67
P55011	68
P08373	69
P11998	70
P24298	71
P40871	72
P0AGC3	73
P14677	74
Q97E82	75
Q9Y4K4	76
O14757	77
Q15274	78
Q86WA6	79
Q9RVD6	80
Q6NUS8	81
Q9TY94	82
P17676	83
P02538	84
P13073	85
P11474	86
Q9UQF2	87
P35346	88
O95881	89
Q81Y15	90
P60757	91
Q04206	92
P30518	93
P59846	94
Q5SHQ5	95
P28305	96
Q9NRM7	97
Q99755	98
P14324	99
Q14432	100
P28062	101
P01024	102
P48181	103
P50416	104
P46063	105
Q00532	106
P36946	107
P27707	108
P20645	109
P60568	110
P01133	111
P25924	112
P57078	113
Q746I8	114
Q9H2G2	115
P24666	116
Q9KWU1	117
P27017	118
P0CG29	119
Q8I0X2	120
P08559	121
Q8WWX8	122
Q8RJN5	123
Q8DNV6	124
Q14145	125
P09669	126
P39377	127
P19634	128
P09211	129
P27338	130
Q13523	131
Q13873	132
P15289	133
P04035	134
P0A8T7	135
Q02761	136
P18510	137
P53582	138
Q13131	139
P29208	140
P35916	141
Q96RI1	142
P06149	143
P9WJI5	144
P35241	145
P77836	146
P33260	147
P71119	148
C6KT50	149
Q16498	150
P08253	151
P61088	152
Q9Y6Q6	153
P43235	154
P00338	155
P01375	156
Q8VTT5	157
P15917	158
Q07001	159
P13051	160
Q9C0B1	161
P17443	162
Q15155	163
P13551	164
P11137	165
O43681	166
P05556	167
P16860	168
Q9UQM7	169
P23234	170
P54820	171
O95750	172
P22749	173
P07358	174
Q8RQP5	175
P09769	176
P59998	177
P09373	178
P77390	179
Q01959	180
P30536	181
P05019	182
P27986	183
Q9KIE5	184
P0A8Q0	185
Q8N907	186
Q96QE3	187
P87066	188
L0DSL2	189
P35499	190
P9WHT9	191
P10114	192
Q01082	193
P14868	194
P23367	195
Q9UK23	196
Q9NR33	197
Q9BZV2	198
P44469	199
Q9H2S1	200
P22570	201
O15923	202
O75762	203
Q96AE4	204
Q9NNW7	205
P23219	206
P06756	207
P55210	208
P13196	209
P17658	210
Q8WXR4	211
P13688	212
P15770	213
P37957	214
P23222	215
P08337	216
Q5SJ80	217
O60502	218
P09210	219
P47900	220
P11532	221
P08519	222
Q96DP5	223
P43777	224
P0A9J6	225
P00709	226
P54716	227
P16113	228
P55072	229
P23276	230
P0A9D2	231
Q96PD5	232
Q59334	233
P21291	234
Q9BXI2	235
O75964	236
Q05193	237
P05166	238
O15554	239
P41250	240
P69903	241
P03886	242
Q819U0	243
Q99418	244
P04406	245
P20851	246
Q14872	247
Q9P2K8	248
P37698	249
P30838	250
Q9H3Y6	251
P9WJ63	252
Q9UL51	253
P80099	254
P00807	255
P44490	256
Q6PEY2	257
Q9UQQ2	258
P0ACC7	259
P52026	260
Q9F0I5	261
P07585	262
P16099	263
P45985	264
Q9GZZ6	265
O60882	266
Q51366	267
P07332	268
Q99250	269
P76577	270
O43617	271
O95470	272
Q9BVA1	273
P21802	274
Q99640	275
Q9P289	276
P78362	277
P26397	278
O75716	279
P06968	280
P46459	281
P98170	282
P40306	283
P48651	284
P12814	285
O15375	286
P16581	287
Q54528	288
Q9UBT6	289
P13001	290
P00781	291
Q9NPA2	292
P14207	293
Q46730	294
P22303	295
O95477	296
Q01469	297
P47895	298
O14964	299
Q9BY49	300
Q96RQ9	301
Q14957	302
Q12874	303
P08773	304
P49915	305
Q9P0J0	306
Q9NQS7	307
O15511	308
O60741	309
P25105	310
Q13224	311
P78368	312
Q9H3N8"	313
P21452	314
Q9UQD0	315
P03023	316
Q96FL8	317
Q9UBE0	318
Q8NET8	319
P0A1P6	320
Q99653	321
P47929	322
O43741	323
P0AB80	324
P9WN95	325
Q8T8E9	326
P80372	327
P54756	328
Q06830	329
A0A0H3JWX6	330
O00506	331
P51852	332
Q15428	333
Q8IWU9	334
P42126	335
O95363	336
Q15067	337
P00167	338
Q13627	339
P0C0L5	340
P29717	341
Q8N2K0	342
P51955	343
P11586	344
P22340	345
P9WFF7	346
Q8NCG7	347
P0A7W7	348
Q96HD9	349
P11168	350
P16066	351
Q92569	352
P09598	353
P0A2Y7	354
P43889	355
P04070	356
P08690	357
Q8DP79	358
Q401N2	359
P05186	360
Q8NW68	361
Q01718	362
P41407	363
