DB04029	0
DB08749	1
DB00327	2
DB01667	3
DB07857	4
DB00944	5
DB01925	6
DB07858	7
DB08864	8
DB01104	9
DB03057	10
DB08574	11
DB07874	12
DB03248	13
DB08548	14
DB01723	15
DB05252	16
DB08778	17
DB03788	18
DB09241	19
DB00523	20
DB07430	21
DB06021	22
_DB_grl0617	23
DB14185	24
DB01056	25
DB07916	26
DB09061	27
DB02382	28
DB05420	29
DB00059	30
DB07183	31
DB07208	32
DB02778	33
DB07220	34
DB07468	35
DB02743	36
DB13191	37
DB06840	38
DB09281	39
DB09039	40
DB07887	41
DB04723	42
DB00036	43
DB05228	44
DB00320	45
DB08934	46
DB11130	47
DB03699	48
DB03974	49
DB00745	50
DB02761	51
DB02530	52
DB06043	53
DB01681	54
DB00482	55
DB08745	56
DB05518	57
DB09110	58
DB03319	59
DB00572	60
DB00408	61
DB00981	62
DB02177	63
DB01026	64
DB03341	65
DB14738	66
DB13948	67
DB13902	68
DB04277	69
DB04872	70
DB11642	71
DB11155	72
DB08811	73
DB05890	74
DB07272	75
DB08351	76
DB04169	77
DB04679	78
DB07074	79
DB01038	80
DB03157	81
DB04681	82
DB02271	83
DB14533	84
DB00340	85
DB06281	86
DB01083	87
DB07153	88
DB01246	89
DB02630	90
DB08514	91
DB01766	92
DB09149	93
DB08398	94
DB08751	95
DB08804	96
DB01069	97
DB02962	98
DB04470	99
DB05540	100
DB07944	101
DB06204	102
DB01217	103
DB02813	104
DB02092	105
DB12001	106
DB04317	107
DB03299	108
DB00766	109
DB01280	110
DB04653	111
DB08506	112
DB11952	113
DB11235	114
DB02302	115
DB07391	116
DB07363	117
DB06480	118
DB12119	119
DB13878	120
DB04729	121
DB06612	122
DB12702	123
DB02730	124
DB08541	125
DB04647	126
DB02162	127
DB06710	128
DB02075	129
DB06245	130
DB04560	131
DB00430	132
DB08783	133
DB07162	134
DB07413	135
DB00786	136
DB01134	137
DB08995	138
DB05913	139
DB01481	140
DB07493	141
DB08767	142
DB06194	143
DB08936	144
DB02509	145
DB03504	146
DB00769	147
DB05488	148
DB00154	149
DB07704	150
DB07918	151
DB06080	152
DB06451	153
DB07190	154
DB06780	155
DB08836	156
DB03846	157
DB04845	158
DB06070	159
DB03891	160
DB00780	161
DB01078	162
DB02821	163
DB00316	164
DB06594	165
DB15625	166
DB03571	167
DB00607	168
DB07726	169
DB05931	170
DB04346	171
DB05253	172
DB05309	173
DB08320	174
DB11611	175
DB08265	176
DB03654	177
DB07881	178
DB01227	179
DB07016	180
DB01918	181
DB07793	182
DB03995	183
DB13751	184
DB00670	185
DB05706	186
DB03389	187
DB14002	188
DB07703	189
DB07765	190
DB07132	191
DB11660	192
DB06814	193
DB00307	194
DB11614	195
DB02367	196
DB04062	197
DB01897	198
DB03289	199
DB07748	200
DB02883	201
DB01353	202
DB11113	203
DB02300	204
DB07079	205
DB09211	206
DB02016	207
DB03073	208
DB00852	209
DB03077	210
DB08615	211
DB03176	212
DB02043	213
DB01220	214
DB09275	215
DB07253	216
DB03191	217
DB05004	218
DB14065	219
DB04549	220
DB00774	221
DB06728	222
DB05317	223
DB04571	224
DB06879	225
DB00145	226
DB07137	227
DB00914	228
DB06495	229
DB01085	230
DB01416	231
DB07882	232
DB05744	233
DB00818	234
DB08536	235
DB00544	236
DB05507	237
DB04380	238
DB05282	239
DB00602	240
DB06636	241
DB02112	242
DB06168	243
DB06785	244
DB00850	245
DB09266	246
DB02948	247
DB00960	248
DB00192	249
DB10770	250
DB01250	251
DB00497	252
DB08539	253
DB08561	254
DB07558	255
DB02953	256
DB07454	257
DB09296	258
DB02609	259
DB07110	260
DB12095	261
DB01921	262
DB11496	263
DB08368	264
DB03491	265
DB02942	266
DB00496	267
DB04835	268
DB02134	269
DB08310	270
DB03570	271
DB08093	272
DB03179	273
DB02620	274
DB08254	275
DB09472	276
DB07629	277
DB02898	278
DB08476	279
DB04349	280
DB05968	281
_DB_gammaglobulin	282
DB08932	283
DB04586	284
DB08272	285
DB06097	286
DB04262	287
