drug_Trainid	drug_bank_id	similarity3029	DB00811	0.5035781264305115
3298	DB00537	0.5033454895019531
1387	DB01601	0.5028937458992004
2982	DB01059	0.5024148225784302
1467	DB00873	0.5023165941238403
3577	DB00531	0.502306342124939
1535	DB00443	0.5021371841430664
2519	DB00585	0.5020017623901367
3979	DB00635	0.5019064545631409
1415	DB00596	0.5018823146820068
4501	DB00764	0.5018465518951416
3438	DB03793	0.5016622543334961
1047	DB01611	0.5016141533851624
3348	DB00288	0.5015528202056885
3969	DB00213	0.5014623999595642
7114	DB00822	0.5014252066612244
4674	DB00415	0.5013900995254517
3002	DB00199	0.501336395740509
4577	DB00322	0.501288115978241
2587	DB00446	0.5012100338935852
4304	DB00921	0.5012093186378479
5508	DB00626	0.5012001991271973
4251	DB02703	0.5011601448059082
3622	DB00186	0.5011451244354248
7238	DB00067	0.5011248588562012
2708	DB01182	0.5010896921157837
4491	DB09087	0.5010657906532288
6701	DB06412	0.5010370016098022
1683	DB01068	0.5010213851928711
256	DB09065	0.5009925365447998
3104	DB11703	0.5009797811508179
6483	DB09296	0.5009707808494568
5262	DB01141	0.5009651184082031
2645	DB08799	0.5009580850601196
4121	DB00838	0.5009509921073914
892	DB00507	0.5009427070617676
5231	DB04465	0.500941812992096
550	DB00277	0.5009093284606934
1831	DB00791	0.5008907914161682
4144	DB04176	0.5008898973464966
634	DB01103	0.5008797645568848
5957	DB00797	0.5008759498596191
506	DB03331	0.5008652806282043
4974	DB01270	0.5008604526519775
1112	DB00036	0.5008143782615662
7350	DB00582	0.5007994174957275
4846	DB01990	0.5007873177528381
5933	DB02211	0.5007738471031189
6644	DB00008	0.500773549079895
6939	DB08588	0.5007721185684204
2942	DB02963	0.5007526278495789
1885	DB01065	0.5007476210594177
4805	DB04659	0.5007367134094238
2009	DB02229	0.5007307529449463
4255	DB01627	0.5007286071777344
4505	DB00398	0.5007283687591553
3980	DB07080	0.5007238984107971
6392	DB02215	0.5007205009460449
2086	DB09272	0.5007200241088867
5151	DB08901	0.5007145404815674
