C0030578	0
C0018190	1
C1278797	2
C0520775	3
C0149782	4
C0022548	5
C0038218	6
C0042109	7
C0877131	8
C0008311	9
C0272275	10
C0239295	11
C0343500	12
C0039131	13
C0151636	14
C0006060	15
C3875321	16
C1828079	17
C0029408	18
C0006846	19
C0035597	20
C0022281	21
C0020676	22
C0042165	23
C0022735	24
C0542269	25
C0022602	26
C0021390	27
C3163939	28
C0003872	29
C0007820	30
C0040147	31
C0854328	32
C0155440	33
C0572583	34
C0022577	35
C0034013	36
C0275804	37
C0020630	38
C0009186	39
C0017574	40
C0271066	41
C0345468	42
C0006848	43
C0038525	44
C0155880	45
C0020428	46
C0085652	47
C0038437	48
C0276725	49
C0038166	50
C1275126	51
C2062475	52
C0162836	53
C0024117	54
C0341823	55
C0153240	56
C0011849	57
C0021355	58
C0036220	59
C0036202	60
C0013264	61
C0017563	62
C0002962	63
C0023443	64
C0238463	65
C0003864	66
C0037195	67
C0029442	68
C0020502	69
C0686068	70
C0342751	71
C0853852	72
C0342881	73
C0936215	74
C0677607	75
C1269683	76
C0020615	77
C0013274	78
C0085682	79
C0024537	80
C0034067	81
C0005697	82
C0026896	83
C0149911	84
C0006413	85
C0153467	86
C0014733	87
C0025289	88
C0040053	89
C0034362	90
C0343386	91
C0392618	92
C0007131	93
C1961835	94
C0018802	95
C0153633	96
C0235267	97
C0036508	98
C0033246	99
C0524662	100
C0577690	101
C0740394	102
C0011974	103
C0740447	104
C0041976	105
C3854116	106
C0024286	107
C0041909	108
C0030759	109
C0036130	110
C0024141	111
C0017531	112
C0042974	113
C0280324	114
C1261256	115
C0751362	116
C0019156	117
C0030590	118
C0751753	119
C0011644	120
C0234978	121
C1998329	122
C0019202	123
C1283620	124
C0024790	125
C0346976	126
C0428974	127
C0039520	128
C0027497	129
C1960398	130
C0278498	131
C0152964	132
C0001627	133
C0007194	134
C0264716	135
C1140680	136
C0002880	137
C0036341	138
C1278807	139
C0025293	140
C0038454	141
C0031190	142
C0238052	143
C0030807	144
C0023449	145
C0020649	146
C0039240	147
C0036472	148
C0042345	149
C0860048	150
C0018099	151
C0276587	152
C0231403	153
C0032285	154
C0085413	155
C0275794	156
C0003862	157
C0013390	158
COVID-19	159
C0343886	160
C0406526	161
C0011854	162
C0023473	163
C0153685	164
C0030201	165
C0334634	166
C0016867	167
C0235063	168
C0221013	169
C0275959	170
C1535478	171
C0003467	172
C0025323	173
C0155749	174
C0029001	175
C0151686	176
C0043250	177
C0037199	178
C0006266	179
C0034734	180
